"Country","Percentile","Year","Value","Type"
"Argentina","p90p100",1990,NA,"Top 10% | share | adults | equal split"
"Croatia","p90p100",1992,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",1993,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",1994,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",1995,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",1996,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",1997,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",1998,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",1999,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2000,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2001,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2002,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2003,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2004,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2005,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2006,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2007,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2008,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2009,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2010,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2011,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2012,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2013,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2014,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2015,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",2016,NA,"Top 10% | share | adults | individual"
"Croatia","p90p100",1990,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",1991,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",1992,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",1993,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",1994,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",1995,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",1996,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",1997,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",1998,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",1999,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2000,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2001,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2002,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2003,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2004,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2005,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2006,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2007,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2008,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2009,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2010,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2011,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2012,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2013,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2014,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2015,NA,"Top 10% | share | adults | tax unit"
"Croatia","p90p100",2016,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",1990,NA,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",1991,NA,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",1992,0.233452365,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",1993,0.241225854,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",1994,0.249146015,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",1995,0.25721699,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",1996,0.265443176,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",1997,0.265423685,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",1998,0.265404731,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",1999,0.265386313,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2000,0.265368402,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2001,0.265350968,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2002,0.26533401,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2003,0.270901054,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2004,0.278273344,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2005,0.27763164,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2006,0.28153342,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2007,0.277863532,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2008,0.29464525,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2009,0.286378086,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2010,0.283415765,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2011,0.283910811,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2012,0.292635411,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2013,0.282929778,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2014,0.287485331,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2015,0.287470937,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",2016,NA,"Top 10% | share | adults | equal split"
"Czech Republic","p90p100",1990,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",1991,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",1992,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",1993,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",1994,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",1995,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",1996,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",1997,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",1998,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",1999,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2000,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2001,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2002,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2003,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2004,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2005,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2006,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2007,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2008,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2009,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2010,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2011,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2012,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2013,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2014,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2015,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",2016,NA,"Top 10% | share | adults | individual"
"Czech Republic","p90p100",1990,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",1991,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",1992,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",1993,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",1994,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",1995,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",1996,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",1997,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",1998,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",1999,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2000,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2001,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2002,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2003,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2004,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2005,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2006,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2007,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2008,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2009,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2010,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2011,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2012,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2013,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2014,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2015,NA,"Top 10% | share | adults | tax unit"
"Czech Republic","p90p100",2016,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",1990,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",1991,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",1992,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",1993,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",1994,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",1995,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",1996,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",1997,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",1998,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",1999,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2000,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2001,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2002,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2003,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2004,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2005,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2006,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2007,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2008,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2009,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2010,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2011,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2012,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2013,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2014,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2015,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",2016,NA,"Top 10% | share | adults | equal split"
"Denmark","p90p100",1990,0.251003474,"Top 10% | share | adults | individual"
"Denmark","p90p100",1991,0.248183608,"Top 10% | share | adults | individual"
"Denmark","p90p100",1992,0.248648211,"Top 10% | share | adults | individual"
"Denmark","p90p100",1993,0.249397039,"Top 10% | share | adults | individual"
"Denmark","p90p100",1994,0.245940477,"Top 10% | share | adults | individual"
"Denmark","p90p100",1995,0.245820954,"Top 10% | share | adults | individual"
"Denmark","p90p100",1996,0.246568233,"Top 10% | share | adults | individual"
"Denmark","p90p100",1997,0.249049783,"Top 10% | share | adults | individual"
"Denmark","p90p100",1998,0.250904322,"Top 10% | share | adults | individual"
"Denmark","p90p100",1999,0.253450573,"Top 10% | share | adults | individual"
"Denmark","p90p100",2000,0.256657273,"Top 10% | share | adults | individual"
"Denmark","p90p100",2001,0.256134659,"Top 10% | share | adults | individual"
"Denmark","p90p100",2002,0.255353838,"Top 10% | share | adults | individual"
"Denmark","p90p100",2003,0.254253954,"Top 10% | share | adults | individual"
"Denmark","p90p100",2004,0.254396498,"Top 10% | share | adults | individual"
"Denmark","p90p100",2005,0.256571055,"Top 10% | share | adults | individual"
"Denmark","p90p100",2006,0.25729987,"Top 10% | share | adults | individual"
"Denmark","p90p100",2007,0.260145128,"Top 10% | share | adults | individual"
"Denmark","p90p100",2008,0.261671931,"Top 10% | share | adults | individual"
"Denmark","p90p100",2009,0.254406542,"Top 10% | share | adults | individual"
"Denmark","p90p100",2010,0.268781781,"Top 10% | share | adults | individual"
"Denmark","p90p100",2011,NA,"Top 10% | share | adults | individual"
"Denmark","p90p100",2012,NA,"Top 10% | share | adults | individual"
"Denmark","p90p100",2013,NA,"Top 10% | share | adults | individual"
"Denmark","p90p100",2014,NA,"Top 10% | share | adults | individual"
"Denmark","p90p100",2015,NA,"Top 10% | share | adults | individual"
"Denmark","p90p100",2016,NA,"Top 10% | share | adults | individual"
"Denmark","p90p100",1990,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",1991,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",1992,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",1993,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",1994,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",1995,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",1996,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",1997,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",1998,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",1999,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2000,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2001,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2002,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2003,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2004,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2005,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2006,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2007,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2008,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2009,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2010,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2011,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2012,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2013,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2014,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2015,NA,"Top 10% | share | adults | tax unit"
"Denmark","p90p100",2016,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",1990,0.508220196,"Top 10% | share | adults | equal split"
"Egypt","p90p100",1991,0.508220196,"Top 10% | share | adults | equal split"
"Egypt","p90p100",1992,0.508220255,"Top 10% | share | adults | equal split"
"Egypt","p90p100",1993,0.508220196,"Top 10% | share | adults | equal split"
"Egypt","p90p100",1994,0.508220196,"Top 10% | share | adults | equal split"
"Egypt","p90p100",1995,0.508220196,"Top 10% | share | adults | equal split"
"Egypt","p90p100",1996,0.508220196,"Top 10% | share | adults | equal split"
"Egypt","p90p100",1997,0.508220196,"Top 10% | share | adults | equal split"
"Egypt","p90p100",1998,0.508220196,"Top 10% | share | adults | equal split"
"Egypt","p90p100",1999,0.508220196,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2000,0.508220255,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2001,0.508220196,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2002,0.490456253,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2003,0.490456253,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2004,0.490456224,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2005,0.490456253,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2006,0.486106008,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2007,0.486105979,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2008,0.486105979,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2009,0.462905496,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2010,0.462930441,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2011,0.461226761,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2012,0.461226761,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2013,0.461226761,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2014,0.485243142,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2015,0.485243142,"Top 10% | share | adults | equal split"
"Egypt","p90p100",2016,0.485243172,"Top 10% | share | adults | equal split"
"Egypt","p90p100",1990,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",1991,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",1992,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",1993,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",1994,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",1995,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",1996,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",1997,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",1998,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",1999,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2000,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2001,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2002,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2003,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2004,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2005,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2006,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2007,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2008,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2009,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2010,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2011,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2012,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2013,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2014,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2015,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",2016,NA,"Top 10% | share | adults | individual"
"Egypt","p90p100",1990,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",1991,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",1992,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",1993,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",1994,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",1995,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",1996,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",1997,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",1998,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",1999,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2000,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2001,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2002,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2003,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2004,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2005,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2006,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2007,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2008,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2009,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2010,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2011,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2012,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2013,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2014,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2015,NA,"Top 10% | share | adults | tax unit"
"Egypt","p90p100",2016,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",1990,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",1991,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",1992,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",1993,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",1994,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",1995,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",1996,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",1997,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",1998,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",1999,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2000,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2001,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2002,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2003,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2004,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2005,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2006,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2007,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2008,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2009,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2010,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2011,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2012,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2013,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2014,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2015,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",2016,NA,"Top 10% | share | adults | equal split"
"Finland","p90p100",1990,0.276910007,"Top 10% | share | adults | individual"
"Finland","p90p100",1991,0.27283001,"Top 10% | share | adults | individual"
"Finland","p90p100",1992,0.27125001,"Top 10% | share | adults | individual"
"Finland","p90p100",1993,0.278149992,"Top 10% | share | adults | individual"
"Finland","p90p100",1994,0.282389998,"Top 10% | share | adults | individual"
"Finland","p90p100",1995,0.283259988,"Top 10% | share | adults | individual"
"Finland","p90p100",1996,0.282180011,"Top 10% | share | adults | individual"
"Finland","p90p100",1997,0.29291001,"Top 10% | share | adults | individual"
"Finland","p90p100",1998,0.29896,"Top 10% | share | adults | individual"
"Finland","p90p100",1999,0.313730001,"Top 10% | share | adults | individual"
"Finland","p90p100",2000,0.321729988,"Top 10% | share | adults | individual"
"Finland","p90p100",2001,0.307639986,"Top 10% | share | adults | individual"
"Finland","p90p100",2002,0.304340005,"Top 10% | share | adults | individual"
"Finland","p90p100",2003,0.306820005,"Top 10% | share | adults | individual"
"Finland","p90p100",2004,0.314359993,"Top 10% | share | adults | individual"
"Finland","p90p100",2005,0.297329992,"Top 10% | share | adults | individual"
"Finland","p90p100",2006,0.306890011,"Top 10% | share | adults | individual"
"Finland","p90p100",2007,0.308710009,"Top 10% | share | adults | individual"
"Finland","p90p100",2008,0.327569991,"Top 10% | share | adults | individual"
"Finland","p90p100",2009,0.325029999,"Top 10% | share | adults | individual"
"Finland","p90p100",2010,NA,"Top 10% | share | adults | individual"
"Finland","p90p100",2011,NA,"Top 10% | share | adults | individual"
"Finland","p90p100",2012,NA,"Top 10% | share | adults | individual"
"Finland","p90p100",2013,NA,"Top 10% | share | adults | individual"
"Finland","p90p100",2014,NA,"Top 10% | share | adults | individual"
"Finland","p90p100",2015,NA,"Top 10% | share | adults | individual"
"Finland","p90p100",2016,NA,"Top 10% | share | adults | individual"
"Finland","p90p100",1990,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",1991,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",1992,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",1993,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",1994,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",1995,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",1996,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",1997,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",1998,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",1999,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2000,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2001,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2002,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2003,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2004,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2005,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2006,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2007,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2008,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2009,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2010,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2011,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2012,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2013,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2014,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2015,NA,"Top 10% | share | adults | tax unit"
"Finland","p90p100",2016,NA,"Top 10% | share | adults | tax unit"
"France","p90p100",1990,0.321938098,"Top 10% | share | adults | equal split"
"France","p90p100",1991,0.32081151,"Top 10% | share | adults | equal split"
"France","p90p100",1992,0.313777089,"Top 10% | share | adults | equal split"
"France","p90p100",1993,0.317435414,"Top 10% | share | adults | equal split"
"France","p90p100",1994,0.317548513,"Top 10% | share | adults | equal split"
"France","p90p100",1995,0.317141712,"Top 10% | share | adults | equal split"
"France","p90p100",1996,0.322283387,"Top 10% | share | adults | equal split"
"France","p90p100",1997,0.324914604,"Top 10% | share | adults | equal split"
"France","p90p100",1998,0.3276591,"Top 10% | share | adults | equal split"
"France","p90p100",1999,0.327384114,"Top 10% | share | adults | equal split"
"France","p90p100",2000,0.330929786,"Top 10% | share | adults | equal split"
"France","p90p100",2001,0.334183902,"Top 10% | share | adults | equal split"
"France","p90p100",2002,0.328502089,"Top 10% | share | adults | equal split"
"France","p90p100",2003,0.332455307,"Top 10% | share | adults | equal split"
"France","p90p100",2004,0.335343689,"Top 10% | share | adults | equal split"
"France","p90p100",2005,0.333799601,"Top 10% | share | adults | equal split"
"France","p90p100",2006,0.331830502,"Top 10% | share | adults | equal split"
"France","p90p100",2007,0.338730693,"Top 10% | share | adults | equal split"
"France","p90p100",2008,0.337258101,"Top 10% | share | adults | equal split"
"France","p90p100",2009,0.321734995,"Top 10% | share | adults | equal split"
"France","p90p100",2010,0.326046199,"Top 10% | share | adults | equal split"
"France","p90p100",2011,0.332353503,"Top 10% | share | adults | equal split"
"France","p90p100",2012,0.322189897,"Top 10% | share | adults | equal split"
